6.068384736258287671e-01,-6.661221362659910938e-02,-6.508532882530706498e-01,-2.526822893689473770e-01,-7.963414677428486410e-01,5.703645016408167567e-01,3.647174506943168804e-01,-7.865916635655237354e-02,3.142379500887132471e-01,-6.896749469339504834e-01,8.214631381728404458e-01,5.523898174813739459e-01,2.657049673119565303e-01,-1.526936759783475095e+00,-1.392208277752838841e+00,-1.366098455261906874e+00,1.133550067888517088e+00,-2.981831007671096878e-01,3.607868226257091721e-02,1.963855706447230343e-02,-7.697094582761865311e-01,-7.306494690850515727e-01,-2.926488961596279692e-01,-2.170482555361021859e-01,-2.776734654595033880e-01,6.074408823158285176e-02,7.590024575217383385e-01,3.058631270443399885e-01,3.416539073012287986e-01,-3.156347655460426394e-01,-1.619444547137693036e+00,-1.387986585698117503e+00,-1.836824770426364495e+00,-1.797746824623089434e+00,-2.300891719660107970e+00
6.927094875819312936e-01,6.237325457763397418e-01,9.317971536860516490e-01,1.285972365538392337e+00,-7.963414677428486410e-01,5.703645016408167567e-01,3.647174506943168804e-01,1.485270141203138161e+00,1.282430553064748846e+00,1.068218338860103422e+00,-8.510654134223122336e-01,-1.046014760762602247e+00,2.657049673119565303e-01,1.271761344401869831e+00,1.231767918606601064e+00,-4.981637224075374792e-01,-3.897978494320197274e-01,5.782159258353510856e-01,1.569422678421825701e+00,1.963855706447230343e-02,9.520090668152834112e-01,1.158482238055005942e+00,1.417833445187165475e+00,1.617009503743958687e+00,1.403242691518562957e+00,1.355352468667187393e+00,-1.012903635482746534e+00,-1.276857181153357779e+00,-1.447168176454799893e+00,1.504901471442736671e+00,9.777066147055070156e-01,1.089146412901894845e+00,1.012635076368086029e+00,1.035815180739306118e+00,7.460534981955364575e-01
-5.094847078035034116e-01,-6.661221362659910938e-02,-6.508532882530706498e-01,-2.526822893689473770e-01,1.098112971308559116e+00,-4.380634574457819563e-01,-5.634068081621171897e-01,7.033054874232929077e-01,-6.539546528873224629e-01,-6.896749469339504834e-01,-8.510654134223122336e-01,-1.046014760762602247e+00,-6.095584544215465472e-01,-1.275877076908026597e-01,3.571091864867877441e-01,-4.981637224075374792e-01,-3.897978494320197274e-01,-2.981831007671096878e-01,3.607868226257091721e-02,1.963855706447230343e-02,9.114980426954846782e-02,1.158482238055005942e+00,5.625922745137688086e-01,-2.170482555361021859e-01,5.627846130295297566e-01,7.080482784493851156e-01,-1.269505889805040699e-01,3.058631270443399885e-01,-5.527571345767855471e-01,5.946333529483469604e-01,9.777066147055070156e-01,1.089146412901894845e+00,1.012635076368086029e+00,1.035815180739306118e+00,7.460534981955364575e-01
1.036193543406341178e+00,-6.661221362659910938e-02,1.404719327164905274e-01,-2.526822893689473770e-01,1.508857517828552930e-01,-4.380634574457819563e-01,3.647174506943168804e-01,1.485270141203138161e+00,-6.539546528873224629e-01,1.068218338860103422e+00,8.214631381728404458e-01,5.523898174813739459e-01,1.140968389045459608e+00,-8.272622337371388079e-01,-5.175495456330255761e-01,1.237705743301201089e+00,3.718761092282487635e-01,1.454614952437811803e+00,3.607868226257091721e-02,1.688915907544624062e+00,-1.630568720821921502e+00,2.139163844849771845e-01,1.417833445187165475e+00,6.999806241039282506e-01,-2.776734654595033880e-01,-1.233864292204021718e+00,7.590024575217383385e-01,3.058631270443399885e-01,3.416539073012287986e-01,-3.156347655460426394e-01,-1.619444547137693036e+00,-1.387986585698117503e+00,-1.124459808727751753e+00,-3.809658219418917136e-01,-1.539155415196196808e+00
5.741375933111417945e-03,-7.569569730295380161e-01,-6.508532882530706498e-01,5.166450380847223967e-01,1.098112971308559116e+00,5.703645016408167567e-01,-1.491531067018551315e+00,-1.642588473916243075e+00,3.142379500887132471e-01,1.892716959630764417e-01,-8.510654134223122336e-01,-2.468124716406141783e-01,-1.484821876155049791e+00,-8.272622337371388079e-01,-2.266867009872652439e+00,2.105640476155570706e+00,-3.897978494320197274e-01,-2.050981153972031290e+00,-1.497265313896684047e+00,-1.649638793415679316e+00,9.114980426954846782e-02,-1.675215322655080330e+00,-1.147890066833024747e+00,-2.170482555361021859e-01,-1.958589622437569844e+00,-1.233864292204021718e+00,-1.269505889805040699e-01,1.097223281143188789e+00,-1.447168176454799893e+00,-1.225902884040432239e+00,-9.701567566768930506e-01,-7.687033360481143607e-01,-1.124459808727751753e+00,3.274246793987071746e-01,7.460534981955364575e-01
3.492254317575213540e-01,-7.569569730295380161e-01,-1.442178509222631799e+00,-1.022009616822617151e+00,-1.743568687268552519e+00,-1.446491416532380780e+00,-1.491531067018551315e+00,-1.642588473916243075e+00,3.142379500887132471e-01,1.892716959630764417e-01,8.214631381728404458e-01,1.351592106603362042e+00,1.140968389045459608e+00,-8.272622337371388079e-01,-1.392208277752838841e+00,-1.366098455261906874e+00,-1.151471808092288107e+00,-1.174582127369570461e+00,3.607868226257091721e-02,1.963855706447230343e-02,9.114980426954846782e-02,-1.675215322655080330e+00,-2.926488961596279692e-01,-2.170482555361021859e-01,-2.776734654595033880e-01,6.074408823158285176e-02,-1.012903635482746534e+00,3.058631270443399885e-01,3.416539073012287986e-01,-3.156347655460426394e-01,3.284188242447069750e-01,-1.494200863981113292e-01,3.002701146694733980e-01,3.274246793987071746e-01,-1.568280626837458350e-02
-2.518716659351959986e-01,-7.569569730295380161e-01,1.404719327164905274e-01,-2.526822893689473770e-01,-7.963414677428486410e-01,-4.380634574457819563e-01,3.647174506943168804e-01,-8.606238201363977103e-01,-6.539546528873224629e-01,-6.896749469339504834e-01,8.214631381728404458e-01,5.523898174813739459e-01,2.657049673119565303e-01,-8.272622337371388079e-01,-5.175495456330255761e-01,-4.981637224075374792e-01,3.718761092282487635e-01,1.454614952437811803e+00,-7.305933158170565545e-01,1.688915907544624062e+00,-1.630568720821921502e+00,-7.306494690850515727e-01,-2.926488961596279692e-01,6.999806241039282506e-01,-2.776734654595033880e-01,-5.865601019862194399e-01,-1.012903635482746534e+00,1.888583435242037645e+00,2.130475991057257268e+00,-1.225902884040432239e+00,-9.701567566768930506e-01,-7.687033360481143607e-01,-1.124459808727751753e+00,-1.089356323282490546e+00,-7.774191107322856453e-01
-7.670977496718108801e-01,-6.661221362659910938e-02,9.317971536860516490e-01,-2.526822893689473770e-01,1.508857517828552930e-01,-1.446491416532380780e+00,-1.491531067018551315e+00,-7.865916635655237354e-02,3.142379500887132471e-01,1.068218338860103422e+00,-8.510654134223122336e-01,-1.046014760762602247e+00,-1.484821876155049791e+00,1.271761344401869831e+00,-5.175495456330255761e-01,3.697710104468318604e-01,-1.151471808092288107e+00,-2.050981153972031290e+00,3.607868226257091721e-02,-1.649638793415679316e+00,9.520090668152834112e-01,1.158482238055005942e+00,-2.926488961596279692e-01,-2.051106014816163281e+00,-1.958589622437569844e+00,1.355352468667187393e+00,-1.012903635482746534e+00,1.888583435242037645e+00,3.416539073012287986e-01,-3.156347655460426394e-01,9.777066147055070156e-01,1.089146412901894845e+00,1.012635076368086029e+00,1.035815180739306118e+00,7.460534981955364575e-01
-1.110581805496220875e+00,-7.569569730295380161e-01,1.404719327164905274e-01,-2.526822893689473770e-01,1.508857517828552930e-01,-4.380634574457819563e-01,-5.634068081621171897e-01,7.033054874232929077e-01,-6.539546528873224629e-01,-6.896749469339504834e-01,8.214631381728404458e-01,5.523898174813739459e-01,1.140968389045459608e+00,-1.526936759783475095e+00,-1.392208277752838841e+00,1.237705743301201089e+00,-3.897978494320197274e-01,-1.174582127369570461e+00,-7.305933158170565545e-01,1.688915907544624062e+00,-1.630568720821921502e+00,-7.306494690850515727e-01,-2.926488961596279692e-01,-1.134077135176132733e+00,-1.118131543948536644e+00,-1.233864292204021718e+00,-1.269505889805040699e-01,3.058631270443399885e-01,3.416539073012287986e-01,5.946333529483469604e-01,-9.701567566768930506e-01,-1.387986585698117503e+00,-1.124459808727751753e+00,-1.089356323282490546e+00,-7.774191107322856453e-01
-7.670977496718108801e-01,-6.661221362659910938e-02,9.317971536860516490e-01,5.166450380847223967e-01,1.098112971308559116e+00,-4.380634574457819563e-01,3.647174506943168804e-01,7.033054874232929077e-01,-6.539546528873224629e-01,-6.896749469339504834e-01,-8.510654134223122336e-01,-1.046014760762602247e+00,-6.095584544215465472e-01,-1.275877076908026597e-01,3.571091864867877441e-01,3.697710104468318604e-01,-3.897978494320197274e-01,5.782159258353510856e-01,8.027506803421983195e-01,1.963855706447230343e-02,9.114980426954846782e-02,2.139163844849771845e-01,-2.926488961596279692e-01,-2.170482555361021859e-01,5.627846130295297566e-01,1.355352468667187393e+00,-1.269505889805040699e-01,-4.854970270545088673e-01,-5.527571345767855471e-01,5.946333529483469604e-01,3.284188242447069750e-01,-1.494200863981113292e-01,-4.120948470291392329e-01,3.274246793987071746e-01,7.460534981955364575e-01
-6.812267357157084646e-01,-6.661221362659910938e-02,-2.233503730192193171e+00,-1.791336944276286980e+00,1.098112971308559116e+00,-1.446491416532380780e+00,-1.491531067018551315e+00,-7.865916635655237354e-02,2.250623156040784334e+00,1.068218338860103422e+00,8.214631381728404458e-01,5.523898174813739459e-01,2.657049673119565303e-01,-1.526936759783475095e+00,-5.175495456330255761e-01,-1.366098455261906874e+00,1.895224026548785634e+00,-1.174582127369570461e+00,3.607868226257091721e-02,1.963855706447230343e-02,-2.491427983367656473e+00,1.158482238055005942e+00,1.417833445187165475e+00,-2.170482555361021859e-01,-1.958589622437569844e+00,-1.233864292204021718e+00,-1.269505889805040699e-01,1.888583435242037645e+00,2.130475991057257268e+00,-3.156347655460426394e-01,-9.701567566768930506e-01,-7.687033360481143607e-01,-4.120948470291392329e-01,-3.809658219418917136e-01,-7.774191107322856453e-01
-1.110581805496220875e+00,-7.569569730295380161e-01,-1.442178509222631799e+00,-2.526822893689473770e-01,1.508857517828552930e-01,-4.380634574457819563e-01,1.292841709550750950e+00,7.033054874232929077e-01,-6.539546528873224629e-01,1.892716959630764417e-01,8.214631381728404458e-01,5.523898174813739459e-01,2.657049673119565303e-01,-8.272622337371388079e-01,3.571091864867877441e-01,-4.981637224075374792e-01,1.133550067888517088e+00,5.782159258353510856e-01,-7.305933158170565545e-01,1.688915907544624062e+00,-7.697094582761865311e-01,-1.675215322655080330e+00,-1.147890066833024747e+00,6.999806241039282506e-01,5.627846130295297566e-01,-5.865601019862194399e-01,-1.012903635482746534e+00,3.058631270443399885e-01,-5.527571345767855471e-01,-3.156347655460426394e-01,-1.619444547137693036e+00,-1.387986585698117503e+00,-1.836824770426364495e+00,-1.089356323282490546e+00,-1.568280626837458350e-02
6.927094875819312936e-01,6.237325457763397418e-01,9.317971536860516490e-01,5.166450380847223967e-01,1.098112971308559116e+00,5.703645016408167567e-01,3.647174506943168804e-01,1.485270141203138161e+00,2.250623156040784334e+00,1.068218338860103422e+00,-8.510654134223122336e-01,-2.468124716406141783e-01,-1.484821876155049791e+00,1.271761344401869831e+00,1.231767918606601064e+00,-4.981637224075374792e-01,-3.897978494320197274e-01,5.782159258353510856e-01,8.027506803421983195e-01,8.542772323045481064e-01,9.520090668152834112e-01,1.158482238055005942e+00,5.625922745137688086e-01,-1.134077135176132733e+00,1.403242691518562957e+00,1.355352468667187393e+00,-1.012903635482746534e+00,-4.854970270545088673e-01,-1.447168176454799893e+00,1.504901471442736671e+00,9.777066147055070156e-01,1.089146412901894845e+00,1.012635076368086029e+00,1.035815180739306118e+00,7.460534981955364575e-01
-3.377426798912985251e-01,-1.447301732432476840e+00,-6.508532882530706498e-01,-1.022009616822617151e+00,-1.743568687268552519e+00,-1.446491416532380780e+00,-1.491531067018551315e+00,-1.642588473916243075e+00,-6.539546528873224629e-01,1.892716959630764417e-01,2.493991689767993236e+00,2.150794395725350139e+00,-1.484821876155049791e+00,-8.272622337371388079e-01,-1.392208277752838841e+00,1.237705743301201089e+00,-3.897978494320197274e-01,-2.050981153972031290e+00,-7.305933158170565545e-01,1.963855706447230343e-02,-1.630568720821921502e+00,-7.306494690850515727e-01,-1.147890066833024747e+00,-1.134077135176132733e+00,-1.118131543948536644e+00,-1.233864292204021718e+00,-1.269505889805040699e-01,1.888583435242037645e+00,3.416539073012287986e-01,-3.156347655460426394e-01,3.284188242447069750e-01,-7.687033360481143607e-01,3.002701146694733980e-01,-1.089356323282490546e+00,-7.774191107322856453e-01
9.161238988921389936e-02,-1.447301732432476840e+00,9.317971536860516490e-01,-2.526822893689473770e-01,1.508857517828552930e-01,-4.380634574457819563e-01,3.647174506943168804e-01,1.485270141203138161e+00,-1.622147255863358062e+00,-6.896749469339504834e-01,8.214631381728404458e-01,5.523898174813739459e-01,2.657049673119565303e-01,-1.275877076908026597e-01,-5.175495456330255761e-01,-4.981637224075374792e-01,-3.897978494320197274e-01,-2.981831007671096878e-01,3.607868226257091721e-02,8.542772323045481064e-01,-7.697094582761865311e-01,-7.306494690850515727e-01,-2.926488961596279692e-01,6.999806241039282506e-01,-2.776734654595033880e-01,6.074408823158285176e-02,-1.269505889805040699e-01,3.058631270443399885e-01,3.416539073012287986e-01,-3.156347655460426394e-01,-1.619444547137693036e+00,-1.387986585698117503e+00,-1.836824770426364495e+00,-1.089356323282490546e+00,-1.539155415196196808e+00
3.492254317575213540e-01,-6.661221362659910938e-02,-6.508532882530706498e-01,-2.526822893689473770e-01,1.508857517828552930e-01,-4.380634574457819563e-01,3.647174506943168804e-01,7.033054874232929077e-01,3.142379500887132471e-01,1.892716959630764417e-01,8.214631381728404458e-01,5.523898174813739459e-01,2.657049673119565303e-01,-1.275877076908026597e-01,3.571091864867877441e-01,-4.981637224075374792e-01,-3.897978494320197274e-01,-2.981831007671096878e-01,3.607868226257091721e-02,1.963855706447230343e-02,-7.697094582761865311e-01,-7.306494690850515727e-01,-2.926488961596279692e-01,-2.170482555361021859e-01,5.627846130295297566e-01,6.074408823158285176e-02,7.590024575217383385e-01,3.058631270443399885e-01,3.416539073012287986e-01,1.504901471442736671e+00,9.777066147055070156e-01,1.089146412901894845e+00,1.012635076368086029e+00,1.035815180739306118e+00,7.460534981955364575e-01
-1.539936875276733286e+00,6.237325457763397418e-01,9.317971536860516490e-01,1.285972365538392337e+00,-2.690795906794256176e+00,2.587220419814014516e+00,-1.491531067018551315e+00,-1.642588473916243075e+00,2.250623156040784334e+00,-1.568621589830977436e+00,-1.480113762473588696e-02,-2.468124716406141783e-01,-1.484821876155049791e+00,-1.526936759783475095e+00,-2.266867009872652439e+00,2.105640476155570706e+00,-3.897978494320197274e-01,1.454614952437811803e+00,-1.497265313896684047e+00,1.688915907544624062e+00,9.520090668152834112e-01,-2.619781176225109309e+00,-2.003131237506421414e+00,1.617009503743958687e+00,1.403242691518562957e+00,-1.233864292204021718e+00,1.644955504023980941e+00,1.097223281143188789e+00,1.236064949179243033e+00,5.946333529483469604e-01,3.284188242447069750e-01,-7.687033360481143607e-01,3.002701146694733980e-01,3.274246793987071746e-01,7.460534981955364575e-01
5.741375933111417945e-03,-1.447301732432476840e+00,-2.233503730192193171e+00,-1.791336944276286980e+00,-7.963414677428486410e-01,5.703645016408167567e-01,3.647174506943168804e-01,-8.606238201363977103e-01,2.250623156040784334e+00,1.068218338860103422e+00,-1.480113762473588696e-02,1.351592106603362042e+00,-1.484821876155049791e+00,-1.526936759783475095e+00,-2.266867009872652439e+00,3.697710104468318604e-01,-1.151471808092288107e+00,1.454614952437811803e+00,-1.497265313896684047e+00,-1.649638793415679316e+00,9.520090668152834112e-01,-7.306494690850515727e-01,5.625922745137688086e-01,6.999806241039282506e-01,-2.776734654595033880e-01,-1.233864292204021718e+00,7.590024575217383385e-01,3.058631270443399885e-01,3.416539073012287986e-01,-3.156347655460426394e-01,9.777066147055070156e-01,4.698631632518917023e-01,-4.120948470291392329e-01,1.035815180739306118e+00,7.460534981955364575e-01
1.465548613186853588e+00,-6.661221362659910938e-02,1.404719327164905274e-01,5.166450380847223967e-01,1.508857517828552930e-01,5.703645016408167567e-01,1.292841709550750950e+00,-7.865916635655237354e-02,-6.539546528873224629e-01,1.892716959630764417e-01,-1.480113762473588696e-02,1.351592106603362042e+00,-6.095584544215465472e-01,-1.275877076908026597e-01,-1.392208277752838841e+00,1.237705743301201089e+00,-3.897978494320197274e-01,5.782159258353510856e-01,-7.305933158170565545e-01,-8.150001181756035828e-01,-7.697094582761865311e-01,2.139163844849771845e-01,-1.147890066833024747e+00,6.999806241039282506e-01,5.627846130295297566e-01,-5.865601019862194399e-01,-1.012903635482746534e+00,-1.276857181153357779e+00,-1.447168176454799893e+00,1.504901471442736671e+00,3.284188242447069750e-01,4.698631632518917023e-01,3.002701146694733980e-01,3.274246793987071746e-01,7.460534981955364575e-01
-1.711678903188938117e+00,-7.569569730295380161e-01,1.404719327164905274e-01,-2.526822893689473770e-01,1.508857517828552930e-01,-4.380634574457819563e-01,-5.634068081621171897e-01,7.033054874232929077e-01,-6.539546528873224629e-01,1.892716959630764417e-01,-8.510654134223122336e-01,-1.046014760762602247e+00,1.140968389045459608e+00,-1.275877076908026597e-01,3.571091864867877441e-01,-1.366098455261906874e+00,-1.151471808092288107e+00,-2.981831007671096878e-01,8.027506803421983195e-01,-8.150001181756035828e-01,9.520090668152834112e-01,2.139163844849771845e-01,-2.926488961596279692e-01,-1.134077135176132733e+00,-2.776734654595033880e-01,7.080482784493851156e-01,-1.269505889805040699e-01,-4.854970270545088673e-01,-5.527571345767855471e-01,1.504901471442736671e+00,3.284188242447069750e-01,4.698631632518917023e-01,3.002701146694733980e-01,3.274246793987071746e-01,7.460534981955364575e-01
1.379677599230751062e+00,1.314077305179278676e+00,9.317971536860516490e-01,1.285972365538392337e+00,1.098112971308559116e+00,5.703645016408167567e-01,3.647174506943168804e-01,1.485270141203138161e+00,3.142379500887132471e-01,-6.896749469339504834e-01,-8.510654134223122336e-01,-1.046014760762602247e+00,2.016231810778962963e+00,1.271761344401869831e+00,1.231767918606601064e+00,-1.366098455261906874e+00,-1.151471808092288107e+00,1.454614952437811803e+00,1.569422678421825701e+00,1.688915907544624062e+00,9.520090668152834112e-01,1.158482238055005942e+00,1.417833445187165475e+00,1.617009503743958687e+00,1.403242691518562957e+00,1.355352468667187393e+00,-1.012903635482746534e+00,-1.276857181153357779e+00,-1.447168176454799893e+00,1.504901471442736671e+00,9.777066147055070156e-01,1.089146412901894845e+00,1.012635076368086029e+00,1.035815180739306118e+00,7.460534981955364575e-01
